29.19  	 0.28 
16.51  	 0.6  
18.    	 0.45 
 3.25  	 0.37 
18.79  	 0.58 
13.48  	 0.75 
 9.6   	 0.99 
 2.09  	 0.22 
15.41  	 0.54 
14.38  	 0.61 
 4.69  	 0.55 
12.84  	 0.63 
11.97  	 0.76 
21.47  	 0.45 
 3.9   	 0.23 
 2.14  	 0.21 
 2.23  	 0.19 
12.84  	 0.69 
23.86  	 0.35 
 0.52  	 0.17 
10.77  	 0.84 
 1.01  	 0.17 
11.97  	 0.68 
16.98  	 0.29 
 1.7   	 0.26 
 1.12  	 0.21 
10.93  	 0.83 
34.17	 0.27   
 6.74  	 0.61 
 1.97  	 0.37 
 1.18	 0.2    
 0.9   	 0.2  
 0.92  	 0.17 
 3.97  	 0.41 
 4.67  	 0.37 
 9.66  	 1.03 
 8.21  	 0.53 
 3.16  	 0.17 
 7.97  	 0.98 
 3.68  	 0.39 
13.42  	 0.73 
12.57  	 0.62 
 1.49  	 0.28 
 1.21  	 0.2  
14.81  	 0.6  
 8.76  	 1.05 
 0.79  	 0.18 
 1.62  	 0.17 
 0.6   	 0.16 
 0.83  	 0.18 
11.6   	 0.41 
17.79  	 0.44 
 1.85  	 0.16 
 2.9   	 0.24 
 9.39  	 0.96 
 0.6   	 0.17 
 0.23  	 0.16 
 1.34  	 0.3  
13.3	 0.23 
 1.6   	 0.19 
19.27	 0.48 						       
 6.25  	 0.22 
 9.79  	 0.92 
28.91  	 0.49 
 5.37  	 0.27 
 1.09  	 0.18 
 0.42  	 0.22 
18.55  	 0.56 
 2.07  	 0.17 
 9.16	 0.29 					       
 0.41  	 0.18 
17.27  	 0.56 
 0.95  	 0.46 
13.6   	 0.64 
17.18	 0.55 						     
 1.02  	 0.24 
 1.74  	 0.34 
 1.09  	 0.36 
 0.91  	 0.55 
 0.36  	 0.18 
 1.59  	 0.22 
 1.63  	 0.15 
21.32  	 0.4  
 1.38  	 0.28 
13.98  	 0.22 
11.83  	 0.81 
 2.1	 0.21 	 
 0.42  	 0.16 
 1.4   	 0.19 
11.21  	 0.75 
13.48  	 0.69 
23.67  	 0.42 
10.97  	 0.82 
 1.56  	 0.17 
11.93  	 0.76 
 0.86  	 0.17 
 7.24  	 0.59 
10.15  	 0.42 
24.44  	 0.26 
 0.45  	 0.17 
 1.8   	 0.53 
10.15  	 0.94 
15.26  	 0.6  
 2.58  	 0.19 
16.7   	 0.56 
 0.94  	 0.17 
 1.33  	 0.28 
12.02  	 0.75 
 7.8   	 1.39 
 0.85  	 0.15 
 2.29  	 0.28 
 0.4   	 0.17 
17.48  	 0.79 
 1.8   	 0.2  
 0.98  	 0.17 
 8.61  	 0.38 
21.47  	 0.41 
 1.67  	 0.2  
14.66  	 0.61 
 1.18  	 0.17 
 0.51  	 0.15 
11.01  	 0.92 
11.3   	 0.39 
 1.03  	 0.26 
 0.56  	 0.2  
 0.59  	 0.16 
 7.89  	 0.97 
 3.13  	 0.24 
 0.9   	 0.34 
10.33	 0.86 				    
 2.06  	 0.2  
12.22  	 0.65 
14.59  	 0.33 
13.98	 0.6  		
 1.42  	 0.26 
10.62  	 0.82 
12.9   	 0.74 
 1.22  	 0.17 
 0.78  	 0.16 
15.82  	 0.62 
 6.96  	 0.35 
12.63  	 0.41 
 1.88  	 0.19 
15.33  	 0.6  
 5.14  	 0.18 
 0.26  	 0.15 
 0.69  	 0.23 
 1.56  	 0.2  
12.32  	 0.69 
20.88  	 0.38 
 1.    	 0.23 
 0.67  	 0.35 
 6.17  	 0.24 
 0.21  	 0.14 
19.27  	 0.52 
13.18  	 0.28 
 2.32  	 0.21 
10.02  	 0.48 
15.57  	 0.44 
15.03  	 0.25 
13.36  	 0.61 
13.6   	 0.34 
14.52  	 0.67 
 2.11  	 0.21 
14.59  	 0.47 
 0.63  	 0.16 
 4.92	 1.18 	  
25.7   	 0.5  
11.38  	 0.81 
 1.04  	 0.18 
19.02  	 0.28 
 3.67  	 1.2  
 2.78  	 0.23 
 0.69  	 0.14 
 0.39  	 0.18 
 0.22  	 0.16 
 0.9   	 0.43 
 0.81  	 0.17 
 0.77  	 0.25 
19.02  	 0.75 
 0.33  	 0.17 
13.3   	 0.77 
 9.45  	 0.93 
 0.59  	 0.29 
 1.85	 0.16 				       
16.42  	 0.57 
20.04  	 0.14 
12.02  	 0.68 
11.65  	 0.79 
 1.72  	 0.19 
12.07  	 0.71 
14.66  	 0.62 
 0.18  	 0.15 
 1.45  	 0.31 
 0.96  	 0.18 
15.33	 0.33 		  
14.11  	 0.61 
 0.23  	 0.18 
18.44  	 0.28 
18.55  	 0.52 
14.73  	 0.67 
 9.16  	 0.6  
 1.83  	 0.19 
12.37	 0.25   
25.26  	 0.27 
13.48	 0.64        
 5.79  	 0.21 
 1.    	 0.2  
15.18  	 0.6  
10.93  	 0.88 
 0.47  	 0.18 
 1.33  	 0.33 
21.32  	 0.29 
 0.57  	 0.16 
11.93  	 0.68 
19.65	 0.51 	   
12.84  	 0.67 
 2.18  	 0.21 
13.98  	 0.62 
15.99	 0.6  						     
 7.93  	 0.59 
 1.25  	 0.2  
12.9   	 0.79 
 1.34  	 0.2  
15.49  	 0.55 
18.33  	 0.42 
 0.51  	 0.16 
 1.93  	 0.21 
 0.56  	 0.14 
 1.06  	 0.19 
 1.16  	 0.17 
15.9   	 0.33 
 0.86	 0.18    
13.07  	 0.65 
 0.35  	 0.15 
14.31  	 0.66 
 0.69  	 0.16 
 5.23  	 0.48 
 0.8   	 0.19 
 7.67  	 1.14 
13.18  	 0.63 
 3.25  	 0.15 
 1.37  	 0.19 
 3.21  	 0.2  
 0.24  	 0.22 
23.67  	 0.47 
 0.53  	 0.19 
 0.8   	 0.16 
 2.18  	 0.19 
 0.42  	 0.16 
 1.61  	 0.22 
 1.34  	 0.4  
15.49  	 0.3  
 1.51  	 0.16 
 2.25  	 0.19 
18.55  	 0.53 
 9.11  	 1.   
 0.77	 0.16 
18.22	 0.27       
 1.11  	 0.21 
 0.67  	 0.21 
 2.01  	 0.18 
 0.91  	 0.47 
 1.42	 0.2  						     
 1.39	 0.2  						     
 0.68	 0.17  
14.59	 0.26 	
 0.36  	 0.14 
 0.61  	 0.18 
 9.36  	 0.84 
16.51  	 0.54 
 2.18  	 0.18 
 1.59  	 0.24 
 0.46	 0.15 
 0.33  	 0.17 
 8.44  	 0.82 
 1.19  	 0.17 
 9.42  	 0.53 
38.07  	 0.44 
12.37  	 0.85 
22.6	 0.3  					   
 0.25  	 0.18 
 3.98  	 0.35 
13.72  	 0.63 
13.12  	 0.54 
 0.51  	 0.42 
 8.89  	 0.92 
13.98  	 0.64 
27.84  	 0.87 
17.08  	 0.53 
 1.63  	 0.17 
 0.33  	 0.16 
 1.42  	 0.18 
28.91  	 0.24 
25.7   	 0.22 
 4.44  	 0.22 
24.85  	 0.17 
24.24	 0.41 				  
 0.58  	 0.16 
16.89  	 0.57 
10.08  	 0.9  
16.16  	 0.61 
 1.16  	 0.15 
 0.36  	 0.18 
 2.63  	 0.17 
10.51  	 0.27 
 0.43  	 0.14 
 9.25  	 0.26 
12.07  	 0.85 
 0.67  	 0.17 
 1.13  	 0.58 
16.79  	 0.75 
 0.79  	 0.15 
16.51  	 0.29 
10.73  	 0.81 
 7.21  	 0.25 
 0.88  	 0.18 
 0.28  	 0.17 
 0.57	 0.16     
10.69  	 0.37 
21.17  	 0.42 
 0.46  	 0.2  
 6.81  	 1.15 
15.33	 0.29 						     
 0.3   	 0.19 
 0.58  	 0.15 
 1.56	 0.19 			 
 1.31  	 0.2  
 1.88  	 1.32 
24.64  	 0.34 
 1.34  	 0.23 
 1.49  	 0.2  
 6.8   	 0.26 
12.22  	 0.44 
 1.08  	 0.19 
 0.87  	 0.16 
 0.26  	 0.2  
14.52	 0.62 		  
 0.93  	 0.17 
24.44  	 0.6  
 0.58  	 0.16 
18.55  	 0.35 
 1.76  	 0.16 
20.31  	 0.69 
10.69  	 0.83 
24.44  	 0.38 
13.79  	 0.62 
 0.13  	 0.16 
 5.83	 0.27 			     
 9.02  	 0.32 
 0.29  	 0.15 
18.11  	 0.56 
18.55  	 0.49 
 0.64  	 0.14 
 1.74  	 0.14 
 1.17  	 0.54 
 2.13  	 0.19 
14.18  	 0.26 
23.12  	 0.38 
 4.05  	 0.26 
27.58  	 0.46 
 0.46  	 0.18 
 1.62	 0.24 					 
 1.88  	 0.2  
11.65  	 0.65 
21.32  	 0.38 
 1.63  	 0.2  
 9.54  	 0.8  
 0.91	 0.16    
 0.24  	 0.16 
22.27  	 0.25 
 0.54  	 0.15 
 1.45	 0.13 					   
 1.32  	 0.17 
 1.14  	 0.16 
 1.89  	 0.17 
10.29  	 0.81 
 1.43	 0.19 			 
 1.88  	 0.2  
17.27  	 0.29 
 0.2	 0.16 					      
 1.19  	 0.26 
 0.31	 0.17 						     
 1.14  	 0.15 
 0.27  	 0.14 
 1.33	 0.19 	      
 0.92  	 0.2  
 0.26  	 0.16 
22.77	 0.62 		      
 1.04  	 0.19 
28.91  	 0.92 
 1.52  	 0.19 
 0.31  	 0.16 
 0.35  	 0.16 
14.31  	 0.63 
23.49  	 0.4  
 0.3   	 0.19 
12.95  	 0.67 
 1.79  	 0.17 
23.3   	 0.34 
 0.66  	 0.17 
 0.25  	 0.2  
 1.13  	 1.4  
14.11  	 0.61 
 2.06  	 0.16 
 1.54  	 0.21 
18.22  	 0.58 
 2.39	 0.33 						     
 4.12  	 0.4  
17.68	 0.63 	    
16.89  	 0.59 
 2.34  	 0.17 
